0.000675227,-3.31119E-05,-3.17563E-05,-9.65867E-05,1.9609E-05,1.36091E-06,-5.97059E-05,0.00215258,-3.10499E-05,9.58778E-05,-2.23108E-05,0.000684328,9.76538E-05,4.64393E-05,6.38458E-05,0.000149325,-0.00058495,-0.000401555,-9.17225E-06,0.000108723,-6.45003E-05,-2.75901E-05,-1.51083E-05,0.004713641,2.35739E-05,-0.000160622,1.83907E-05,3.47083E-05,5.53505E-05,-4.39279E-05,-0.000120057,1.67456E-05,0.000240134,0,0,0
-3.31119E-05,0.000798097,-6.50194E-05,-0.000126028,3.22495E-05,4.40164E-05,-8.49047E-05,-0.003927085,-0.000996696,0.000160799,1.90381E-05,0.003079245,-6.60013E-05,-0.000640921,-4.77314E-06,-0.000391562,0.000132243,-0.000325344,-1.77158E-05,-5.9552E-05,-6.66523E-05,7.69085E-05,-0.000100403,-0.007148937,3.58847E-05,0.000147911,-2.44255E-05,-0.001507863,-7.30624E-05,0.000141089,-0.000384524,-1.62864E-05,0.00025897,0,0,0
-3.17563E-05,-6.50194E-05,0.001424508,0.000113303,-4.72757E-05,-1.66491E-05,2.11352E-05,0.004608286,-0.000276997,6.08934E-05,-1.43417E-05,-0.003555293,-7.0943E-06,0.000415839,-0.00017035,0.000292716,4.48493E-05,-0.000447814,1.79618E-05,5.85687E-05,-0.000106288,4.87433E-06,0.000179587,0.002938494,-1.4917E-05,7.37927E-05,-9.26788E-06,3.25179E-05,-7.64434E-06,1.01336E-05,-0.000232565,-7.89698E-06,-0.000100163,0,0,0
-9.65867E-05,-0.000126028,0.000113303,0.00155702,7.99812E-05,-6.6109E-05,0.000191322,-0.003771931,0.001508043,-0.000452477,9.80003E-05,-0.005406245,9.63409E-05,0.000490586,-0.000143894,-3.57072E-07,0.00059201,0.00083845,1.22364E-05,-6.55597E-06,0.000220227,-0.000118613,-0.000400461,0.000620623,-5.76574E-05,0.000150548,-1.81105E-05,0.000267579,-3.45468E-05,-0.000786439,0.000335464,-1.15777E-05,-0.00082436,0,0,0
1.9609E-05,3.22495E-05,-4.72757E-05,7.99812E-05,0.000204318,8.31466E-06,4.35882E-06,-0.00059081,0.000449739,-9.55447E-05,-5.49707E-06,0.000200388,-5.09085E-05,4.76812E-06,-7.75162E-05,3.28361E-05,1.87733E-05,0.000200431,-4.3648E-05,-5.25725E-05,8.60868E-05,3.26325E-05,7.2525E-05,-0.001270419,1.23439E-05,1.80637E-05,-3.92734E-06,-0.000181366,-4.43441E-06,-1.88401E-05,-4.58879E-05,1.04088E-05,3.66383E-05,0,0,0
1.36091E-06,4.40164E-05,-1.66491E-05,-6.6109E-05,8.31466E-06,8.71813E-05,-3.11503E-05,-0.000839012,-0.000115492,7.31338E-05,-5.03525E-05,0.001102874,-7.13474E-05,-0.000181214,4.65219E-05,-1.27024E-05,-0.00012177,-0.000401054,-2.52845E-05,-6.09713E-06,-5.58118E-05,9.21961E-05,6.56924E-05,-0.001111491,-3.1357E-05,-2.5637E-06,4.17896E-06,-0.000145834,1.17225E-05,6.64889E-05,-1.76157E-05,-0.000124317,0.000180348,0,0,0
-5.97059E-05,-8.49047E-05,2.11352E-05,0.000191322,4.35882E-06,-3.11503E-05,0.000456417,-0.000740018,0.000598902,-0.000176763,7.02124E-05,-0.003674873,-0.000168721,0.000249674,1.04631E-05,0.00011778,0.000184603,-0.000198376,-1.93363E-05,-4.15907E-05,4.38859E-05,-0.000102011,-2.70021E-05,0.004308317,-2.23275E-06,2.88604E-06,-1.73308E-06,0.000153061,6.42909E-06,-6.10107E-05,0.000104399,9.49533E-05,-0.001244693,0,0,0
0.00215258,-0.003927085,0.004608286,-0.003771931,-0.00059081,-0.000839012,-0.000740018,0.567476322,0.026071419,0.004297804,-0.000995084,-0.123876956,0.0016519,-0.00355596,-0.00068127,-0.003492152,-0.003498497,-0.028583958,0.001628246,0.007539313,-0.00251998,-0.009598165,0.009493543,0.204059066,0.001040632,-0.004516901,0.000291425,0.012429348,0.000911122,-0.012499386,0.001096924,0.001018131,0.002632372,0,0,0
-3.10499E-05,-0.000996696,-0.000276997,0.001508043,0.000449739,-0.000115492,0.000598902,0.026071419,0.030010585,-0.003331626,-0.000264029,-0.035041141,-0.000625496,0.002928295,0.000906073,0.002124393,0.003008287,0.007638204,0.000260199,0.00043513,0.000191563,-0.001587954,0.001303667,0.078205267,-4.82631E-05,-0.000182179,2.41658E-05,-8.46975E-05,0.000160335,-0.001232698,0.002144228,0.000405642,-0.00149097,0,0,0
9.58778E-05,0.000160799,6.08934E-05,-0.000452477,-9.55447E-05,7.31338E-05,-0.000176763,0.004297804,-0.003331626,0.001072249,-0.000121809,0.002914328,-2.4049E-05,-0.000799682,-3.51185E-05,-0.000637928,-0.000722655,-0.002346629,4.20829E-05,0.000222917,-0.000312948,0.000240895,-5.56013E-09,-0.005803546,-1.90073E-05,-0.00016893,3.2031E-05,-0.000314923,4.8267E-05,1.55465E-05,-0.000504374,-6.61413E-05,0.000581894,0,0,0
