0.045617367,4,0.01,4
0.001531322,4,0.005,4
0.003880834,4,0.004,4
1.9618431,2,16,0.125
0.583801946,5,0,1
0.775402041,5,0,1
1.36246486,2,36,0.0417
0.865653258,2,4,0.125
0.483224411,5,0,1
0.96488487,5,0,1
6.35E-03,2,1,0.5
5.231068148,2,12.25,0.5714
0.580071556,3,0.4,0.2
0.037595869,5,0,0.15
0.002488372,5,0,0.15
0.021234227,5,0,1
