2.27E-10,-2.51E-11,-8.01E-12,-7.62E-11,2.25E-09,1.56E-09,7.37E-10,2.28E-09,-1.18E-10,2.86E-09,2.74E-12,-9.19E-09,1.46E-09,0.00E+00,0.00E+00,0.00E+00
-2.51E-11,2.78E-12,8.87E-13,8.49E-12,-2.49E-10,-1.73E-10,-8.12E-11,-2.52E-10,1.31E-11,-3.16E-10,-3.36E-13,1.02E-09,-1.62E-10,0.00E+00,0.00E+00,0.00E+00
-8.01E-12,8.87E-13,2.87E-13,2.76E-12,-7.92E-11,-5.54E-11,-2.56E-11,-8.03E-11,4.19E-12,-1.01E-10,-1.07E-13,3.25E-10,-5.21E-11,0.00E+00,0.00E+00,0.00E+00
-7.62E-11,8.49E-12,2.76E-12,3.523E-11,-7.46911E-10,-5.30617E-10,-2.1337E-10,-7.65036E-10,4.0006E-11,-9.59713E-10,-1.51918E-12,3.15242E-09,-5.07343E-10,0.00E+00,0.00E+00,0.00E+00
2.25E-09,-2.49E-10,-7.92E-11,-7.46911E-10,2.2489E-08,1.54535E-08,7.37612E-09,2.26011E-08,-1.17E-09,2.83449E-08,3.38561E-11,-9.11748E-08,1.44421E-08,0.00E+00,0.00E+00,0.00E+00
1.56E-09,-1.73E-10,-5.54E-11,-5.30617E-10,1.54535E-08,1.07621E-08,5.03137E-09,1.56551E-08,-8.14E-10,1.96366E-08,1.97068E-11,-6.3316E-08,1.01E-08,0.00E+00,0.00E+00,0.00E+00
7.37E-10,-8.12E-11,-2.56E-11,-2.1337E-10,7.37612E-09,5.03137E-09,2.58923E-09,7.3518E-09,-3.79E-10,9.25462E-09,7.42719E-12,-2.94194E-08,4.63957E-09,0.00E+00,0.00E+00,0.00E+00
2.28E-09,-2.52E-10,-8.03E-11,-7.65036E-10,2.26011E-08,1.56551E-08,7.3518E-09,2.29039E-08,-1.18533E-09,2.86422E-08,3.43812E-11,-9.24469E-08,1.46834E-08,0.00E+00,0.00E+00,0.00E+00
-1.18E-10,1.31E-11,4.19E-12,4.0006E-11,-1.17E-09,-8.14E-10,-3.79E-10,-1.18533E-09,6.18729E-11,-1.49E-09,-1.91313E-12,4.79428E-09,-7.67E-10,0.00E+00,0.00E+00,0.00E+00
2.86E-09,-3.16E-10,-1.01E-10,-9.59713E-10,2.83449E-08,1.96366E-08,9.25462E-09,2.86422E-08,-1.49E-09,3.59148E-08,3.5715E-11,-1.1571E-07,1.8407E-08,0.00E+00,0.00E+00,0.00E+00
2.74E-12,-3.36E-13,-1.07E-13,-1.51918E-12,3.38561E-11,1.97068E-11,7.42719E-12,3.43812E-11,-1.91313E-12,3.5715E-11,2.35358E-11,-1.42495E-10,2.55592E-11,0.00E+00,0.00E+00,0.00E+00
-9.19E-09,1.02E-09,3.25E-10,3.15242E-09,-9.11748E-08,-6.3316E-08,-2.94194E-08,-9.24469E-08,4.79428E-09,-1.1571E-07,-1.42495E-10,3.74591E-07,-5.95055E-08,0.00E+00,0.00E+00,0.00E+00
1.46E-09,-1.62E-10,-5.21E-11,-5.07343E-10,1.44421E-08,1.01E-08,4.63957E-09,1.46834E-08,-7.67E-10,1.8407E-08,2.55592E-11,-5.95055E-08,9.55153E-09,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00003,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00003,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.0001
