0.486340155,4,0.057,2.0016
0.345049948,4,0.057,2.0016
0.755339094,4,0.057,2.0016
0.457204761,4,0.057,2.0016
0.231646592,4,0.057,2.0016
0.070016702,4,0.057,2.0016
0.23591165,4,0.057,2.0016
6.465552237,3,4,1.5
1.525788276,3,1.5,0.375
0.754969906,1,14,6
0.913426906,1,12,12
2.74476778,3,2,0.75
0.515633912,1,12,12
0.746927973,1,5.056,5.056
0.066478638,1,5.056,5.056
0.591848275,1,5.056,5.056
1.796964213,3,1.25,0.125
1.919399873,3,1.5,0.25
0.897057715,1,13.31,4.438
0.1222852,3,0.125,0.05
0.140729828,3,0.125,0.05
0.633860828,2,39.06,0.016
0.112427175,2,6.25,0.04
2.040724858,3,0,2
0.505018321,3,0.4,0.1
0.213934631,3,0.3,0.05
0.986133068,1,2.625,2.625
0.143711078,1,2.625,2.625
0.979478352,1,2.625,2.625
0.793092641,1,2.625,2.625
0.195615824,1,2.625,2.625
0.968395409,1,2.625,2.625
0.272680945,1,2.625,2.625
0.024988834,5,0,0.05
